,AAPL,MSFT,GOOGL,AMZN,META,NVDA,TSLA,AVGO,ORCL,ADBE,CRM,CSCO,ACN,INTC,AMD,QCOM,TXN,IBM,NOW,INTU,AMAT,MU,ADI,LRCX,NFLX,DIS,CMCSA,T,VZ,TMUS,JPM,BAC,WFC,GS,MS,C,BLK,SCHW,AXP,SPGI,BX,V,MA,PYPL,UNH,JNJ,LLY,PFE,MRK,ABBV,TMO,ABT,DHR,BMY,AMGN,MDT,CVS,GILD,WMT,PG,KO,PEP,COST,MCD,NKE,SBUX,HD,LOW,TGT,BKNG,MDLZ,CL,EL,XOM,CVX,COP,SLB,CAT,BA,GE,HON,UPS,RTX,LMT,DE,MMM,UNP,LIN,FCX,NEE,DUK,BRK-B,F,GM,UBER,ABNB,SHOP,SQ,PLTR,SNOW,COIN
2026-02-27,203.75,291.38,188.84,405.75,336.89,525.96,94.34,411.96,134.55,377.72,369.68,208.6,79.39,169.4,402.21,119.95,330.37,620.98,461.63,299.86,396.3,162.06,657.46,395.13,121.62,238.25,145.92,116.42,81.88,359.04,427.05,374.56,394.87,217.52,142.38,389.57,125.96,328.74,173.93,476.15,821.99,129.99,322.82,218.09,407.0,208.1,102.79,343.26,23.71,502.14,389.26,125.51,216.32,285.17,423.35,88.16,184.47,399.68,415.34,165.26,225.15,1398.27,477.27,357.09,776.69,221.55,92.05,550.16,151.24,524.82,281.55,162.51,169.37,683.64,312.38,1233.01,61.21,156.13,551.45,206.66,226.03,52.24,933.08,532.53,391.14,71.96,200.85,612.49,184.08,159.95,278.7,279.0,299.34,178.11,412.4,293.71,390.76,390.23,130.16,614.31,548.86
2026-03-02,203.45,286.09,190.02,411.65,335.66,527.74,94.49,408.24,133.52,365.36,375.3,207.67,77.82,166.51,401.6,125.34,327.52,625.81,479.37,305.81,392.57,157.07,637.77,410.52,121.97,242.55,145.24,117.77,82.02,368.67,419.42,371.52,395.47,216.24,137.5,381.31,127.71,324.04,187.66,484.81,812.63,135.18,327.02,222.28,413.66,216.42,101.25,342.36,24.69,497.1,376.15,120.54,217.85,283.99,418.17,86.87,184.93,390.75,410.84,165.14,222.82,1401.15,478.29,360.89,774.9,221.28,93.86,544.69,152.07,522.95,283.13,162.15,172.33,659.36,309.41,1268.9,60.16,160.46,527.49,202.14,226.48,52.34,930.37,527.94,408.4,72.36,197.74,639.69,183.85,160.92,280.62,280.93,299.57,176.07,416.26,300.4,389.83,406.95,130.0,631.2,550.88
2026-03-03,205.73,290.24,191.33,427.78,331.08,524.53,93.75,427.99,123.18,372.07,380.41,207.25,79.28,170.86,399.93,121.46,327.45,647.43,467.29,304.43,388.25,159.99,619.1,406.54,125.29,238.9,145.98,116.21,81.39,363.74,437.57,371.41,400.72,213.71,137.17,401.26,126.6,322.19,192.56,498.28,772.06,136.44,327.06,223.27,402.5,215.64,100.15,339.64,24.53,480.49,368.78,119.17,215.48,280.54,421.49,91.96,183.21,386.2,407.1,172.49,224.19,1402.7,474.67,342.47,746.52,224.24,95.67,543.33,153.77,517.73,292.08,158.18,172.22,658.56,308.25,1304.83,60.97,161.75,521.0,200.13,225.06,52.88,918.77,522.81,413.52,71.62,192.04,657.95,179.13,161.99,274.33,274.5,314.64,175.01,419.17,298.91,380.24,401.46,130.16,612.15,526.71
2026-03-04,204.45,294.09,191.43,421.45,339.76,535.28,91.18,439.0,124.27,394.56,378.58,209.25,81.1,170.82,401.71,120.67,317.76,669.82,471.1,307.89,395.11,153.92,596.06,426.24,124.95,251.4,145.91,115.13,83.94,359.01,428.55,369.88,404.9,209.68,139.81,395.33,126.66,326.65,196.14,508.93,776.09,136.07,330.53,221.77,409.63,213.91,100.45,342.95,24.09,474.17,364.77,121.23,215.68,281.53,428.06,91.01,182.86,383.35,412.21,168.54,219.98,1408.92,462.07,351.43,722.65,225.36,100.6,545.85,154.32,532.38,297.36,152.85,171.05,663.15,300.48,1276.17,60.81,156.39,510.16,194.43,240.43,52.04,909.37,529.8,407.42,70.68,189.36,669.13,183.48,161.59,275.09,270.9,323.5,170.66,418.17,294.91,375.7,398.12,130.07,602.91,503.73
2026-03-05,202.28,281.03,196.31,420.92,358.86,532.38,90.92,469.27,122.54,405.75,377.74,204.21,81.51,169.39,394.83,121.27,312.34,653.24,477.49,308.76,391.15,150.41,603.88,437.09,123.75,259.59,148.33,116.28,80.36,391.34,432.67,377.36,394.22,219.33,134.64,394.0,127.41,319.13,189.36,513.7,789.71,129.23,335.43,217.86,406.29,215.51,99.75,337.37,23.89,466.68,350.38,123.39,208.58,281.19,434.95,89.71,182.12,383.98,408.28,167.68,209.14,1434.82,466.53,340.11,705.91,228.04,101.52,555.29,150.24,548.28,305.84,150.3,171.02,648.63,296.14,1335.14,61.92,162.6,503.6,200.01,252.12,53.15,887.59,550.6,407.56,70.65,190.91,656.89,179.5,160.14,281.22,270.6,331.9,169.97,419.42,300.96,371.44,384.97,134.56,615.81,500.73
2026-03-06,201.42,268.78,196.22,432.77,358.12,524.51,90.75,462.15,124.61,402.2,375.99,201.99,79.56,162.82,403.08,127.03,311.09,666.5,478.61,316.48,387.12,144.28,628.23,419.15,122.12,256.13,146.79,116.52,80.13,380.3,418.45,377.57,405.92,219.66,138.01,387.49,126.6,316.31,192.72,524.22,784.12,129.35,343.47,217.25,415.31,222.02,101.9,345.83,24.08,469.58,344.31,119.94,210.13,282.46,447.16,86.79,185.62,381.7,408.02,172.12,208.89,1406.78,456.81,348.83,695.77,217.59,100.73,559.61,149.12,543.38,307.44,147.35,171.28,652.56,308.42,1320.02,60.88,162.62,506.64,198.89,246.13,53.75,905.53,548.93,415.95,70.98,187.92,668.15,177.62,161.32,288.74,273.33,338.45,171.53,424.69,303.28,377.7,368.93,134.5,635.82,495.27
2026-03-09,199.44,272.62,201.35,422.82,361.72,524.21,91.57,477.65,121.25,387.01,379.13,205.51,77.7,168.64,406.49,127.09,317.78,672.66,463.15,314.82,397.52,145.17,634.42,429.47,123.06,250.09,145.31,114.18,78.14,387.94,411.96,382.02,402.5,219.26,140.34,412.6,126.68,330.13,192.53,513.15,773.77,124.42,341.66,218.22,422.07,224.89,102.56,349.49,24.87,465.1,343.71,119.03,201.66,274.79,447.87,88.08,187.09,377.04,402.82,175.26,212.91,1323.22,461.01,350.45,667.15,212.79,96.2,558.43,150.03,555.41,315.05,149.56,169.87,638.92,312.58,1368.99,61.87,158.67,522.7,198.18,251.6,53.31,916.4,548.51,425.26,72.42,187.43,659.32,177.14,162.34,286.61,278.69,349.31,172.61,430.88,301.93,374.37,374.96,129.31,629.07,486.98
2026-03-10,200.65,286.58,200.98,416.08,360.16,534.81,93.31,465.05,119.38,376.51,373.56,205.65,76.28,165.55,416.98,129.89,321.8,698.93,452.58,314.96,382.99,145.06,635.45,420.91,124.05,263.94,144.72,115.11,77.74,405.93,408.7,389.82,396.05,216.65,136.08,415.49,128.36,327.36,185.03,521.81,798.03,125.56,362.23,216.95,428.9,222.92,102.74,350.83,24.33,452.68,356.2,121.69,203.48,279.19,447.74,87.93,187.46,369.61,409.87,177.19,214.55,1336.97,448.33,350.4,705.71,212.46,95.75,558.0,148.07,560.99,324.06,150.61,168.17,633.58,307.9,1478.54,62.53,155.83,537.71,198.09,250.23,50.54,945.09,548.85,430.11,71.4,189.73,653.6,178.73,161.42,284.69,280.78,349.93,166.93,439.91,303.96,370.28,379.85,128.56,633.14,492.23
2026-03-11,198.94,285.41,211.27,411.01,357.2,527.27,92.84,452.19,120.79,363.8,374.91,201.73,76.15,164.0,410.21,126.27,318.08,700.64,446.38,325.13,381.09,153.35,638.41,411.24,121.89,259.95,148.4,113.7,78.79,411.5,398.71,396.36,402.64,218.36,137.78,417.08,125.23,319.26,185.29,531.82,812.61,128.93,361.94,212.21,426.61,225.31,103.39,349.43,24.45,443.26,351.46,119.52,204.69,278.69,440.13,86.25,186.06,360.98,415.78,179.59,218.03,1359.08,446.51,354.34,724.88,216.3,93.84,559.71,149.01,576.59,322.02,150.17,166.09,634.8,307.64,1473.78,61.67,157.77,547.03,196.24,257.76,51.69,928.82,543.84,414.75,67.9,193.51,634.52,177.54,164.04,285.0,276.63,350.0,169.74,435.39,303.31,364.64,386.53,128.04,630.02,496.26
2026-03-12,198.62,289.25,217.75,416.27,349.86,520.95,92.92,459.51,122.0,384.51,376.46,197.12,75.97,165.78,418.34,128.03,309.05,679.28,441.17,330.53,385.0,157.03,622.01,439.87,122.66,274.66,149.32,114.7,77.91,392.35,396.8,385.18,388.91,217.34,137.99,396.96,124.25,315.2,181.87,526.96,787.89,123.79,354.51,214.67,433.89,217.47,105.75,346.02,23.88,427.77,345.22,123.19,204.86,283.46,435.47,90.83,186.86,357.59,421.8,175.32,217.24,1403.48,455.03,363.73,704.0,223.1,92.08,555.71,147.31,589.7,336.96,152.36,159.13,618.27,303.18,1474.63,61.7,157.2,542.97,197.65,263.47,52.06,896.34,546.38,424.05,68.25,189.19,644.91,174.95,162.16,286.21,278.22,356.56,171.99,426.96,302.77,370.44,374.1,124.09,646.73,508.1
2026-03-13,200.72,285.83,221.27,421.59,346.71,522.22,94.55,438.92,120.87,378.87,372.29,193.86,78.07,172.15,423.23,126.84,312.09,683.47,426.69,340.9,389.04,154.71,645.92,436.45,125.02,282.95,152.29,114.97,82.0,396.45,400.78,380.91,390.04,215.91,138.68,384.6,125.26,304.66,181.12,523.77,799.53,120.42,351.9,213.0,439.87,220.37,107.77,341.62,22.89,424.56,341.11,122.0,201.48,285.82,433.19,89.73,185.05,351.55,428.53,175.04,222.38,1435.27,447.28,363.94,714.12,223.79,94.96,560.26,149.38,583.01,339.67,158.37,160.03,616.82,301.99,1466.12,63.25,158.82,508.27,206.12,258.69,51.5,876.69,545.95,411.82,68.5,191.66,646.7,174.15,165.65,286.09,277.49,355.06,174.48,428.8,301.57,369.87,393.3,127.48,654.63,502.62
2026-03-16,199.42,307.82,219.97,417.94,356.63,528.57,95.59,446.27,122.99,378.95,379.74,191.21,76.66,174.19,416.7,125.36,309.94,672.02,421.08,349.15,393.15,157.76,639.96,446.7,123.1,278.73,149.82,113.36,80.18,408.83,409.66,372.55,380.02,215.24,142.73,368.35,126.36,293.92,178.96,530.2,775.47,121.17,345.27,215.64,436.19,223.55,109.58,340.62,23.7,429.56,337.9,120.94,200.85,289.91,432.57,89.49,188.48,356.13,431.56,174.44,228.98,1470.5,451.55,381.5,726.57,221.18,96.79,563.96,148.69,590.28,350.23,163.16,164.44,616.16,308.47,1438.81,63.43,162.53,504.03,203.76,259.9,51.3,879.49,565.49,406.63,69.76,192.31,648.04,175.82,162.13,286.43,275.75,351.73,173.69,445.83,305.27,368.51,389.6,133.68,673.23,511.58
2026-03-17,201.93,307.86,219.37,420.75,350.65,536.17,95.94,439.8,125.42,375.19,379.8,196.0,77.87,169.77,418.94,124.35,302.0,670.8,408.44,343.08,405.03,154.6,649.46,412.22,125.15,283.8,151.53,112.95,81.0,418.59,427.56,365.74,379.61,220.52,145.13,371.26,127.01,310.15,177.75,523.65,760.15,115.19,340.66,216.18,422.68,220.92,110.39,340.49,23.11,434.0,355.43,125.66,196.56,284.08,440.83,90.91,187.1,345.94,422.78,173.88,225.98,1438.01,447.28,409.01,744.77,228.48,97.2,565.32,147.09,594.66,354.59,164.0,163.15,608.43,302.94,1425.02,62.67,163.45,496.33,205.09,258.07,49.46,873.88,576.42,392.42,70.4,196.94,645.35,171.23,164.77,281.95,276.71,345.91,170.83,435.37,305.07,367.98,399.02,135.13,670.78,518.46
2026-03-18,200.46,281.59,218.95,414.2,341.73,534.86,96.28,442.69,126.66,382.07,385.75,203.02,77.46,169.86,425.84,124.99,301.0,668.72,407.09,342.18,401.24,145.5,644.0,425.21,126.3,285.31,149.58,114.13,82.02,412.53,428.46,361.2,388.93,221.22,147.66,360.31,126.35,310.54,174.24,516.41,765.28,115.6,323.1,219.69,427.97,218.36,112.46,337.06,23.05,452.65,368.83,121.15,191.14,281.48,442.9,90.41,187.18,347.39,416.46,174.39,217.82,1436.79,468.33,398.83,740.46,232.78,97.17,577.88,142.57,618.65,374.0,162.0,167.1,601.99,304.04,1450.93,64.01,158.72,518.19,201.7,261.28,50.34,874.67,577.82,413.73,69.37,206.31,634.87,171.53,168.09,288.65,272.89,336.21,169.67,426.1,302.3,364.82,394.28,130.91,670.08,526.43
2026-03-19,199.65,272.14,219.62,397.01,353.01,548.95,96.7,427.36,128.35,382.29,384.79,194.79,77.27,165.83,419.72,124.63,290.41,660.07,417.77,345.34,421.47,145.68,651.31,398.6,122.65,285.29,150.31,113.48,79.42,419.17,433.53,361.01,386.07,223.02,149.21,351.74,126.64,305.52,165.82,524.8,777.96,114.5,325.14,222.78,433.87,218.43,111.07,341.58,23.65,452.52,373.15,122.39,193.01,279.16,452.2,92.27,188.51,355.51,415.84,174.03,210.5,1392.04,453.45,396.55,749.58,237.26,95.85,576.72,145.63,593.19,385.78,163.56,162.93,593.88,312.14,1553.61,65.26,160.17,532.3,200.75,258.95,50.39,863.78,557.69,416.13,69.88,200.2,631.3,170.01,162.65,297.76,278.73,337.23,170.85,452.66,296.72,368.16,413.9,132.65,719.97,518.4
2026-03-20,206.08,271.05,219.43,408.78,352.27,551.0,95.84,409.01,129.7,383.54,380.1,191.69,77.75,163.23,421.42,121.25,296.47,670.38,407.43,335.61,416.31,147.48,651.35,410.81,121.2,296.19,150.33,113.65,78.8,429.88,446.43,357.44,391.71,220.88,151.53,348.98,126.43,299.71,170.78,537.78,763.94,111.77,343.42,215.95,425.93,222.77,114.77,352.02,24.93,464.65,371.63,122.52,197.84,273.32,453.24,90.92,189.72,356.77,418.75,177.95,201.42,1445.8,450.49,393.93,753.57,238.91,96.05,573.54,143.21,578.89,356.0,168.92,163.69,579.76,311.61,1605.58,65.68,156.59,531.92,199.82,258.28,52.34,810.08,566.74,410.47,70.32,212.6,627.11,171.76,157.19,299.74,284.65,336.85,173.81,452.74,299.04,363.77,431.04,128.11,738.98,507.4
2026-03-23,206.63,274.04,215.82,420.53,343.97,565.79,96.47,400.12,127.44,383.57,373.93,188.26,77.66,162.91,417.65,121.67,291.67,672.02,406.33,338.94,412.96,145.95,643.14,420.29,118.84,303.52,148.38,115.42,77.29,445.43,433.85,359.78,393.66,221.42,147.16,340.82,126.99,304.84,168.67,535.21,769.56,110.82,348.42,214.28,420.32,216.67,113.27,354.48,24.08,463.15,366.31,116.22,194.23,276.78,458.31,87.75,191.97,357.33,410.81,179.69,208.92,1448.46,459.04,393.65,722.18,239.73,95.25,569.45,149.07,590.57,341.48,166.67,169.51,577.62,316.46,1612.18,65.15,154.84,528.57,197.9,262.91,50.13,837.12,573.3,421.72,69.36,220.32,624.75,173.74,159.12,302.9,282.69,347.89,172.76,453.2,298.49,368.71,402.63,127.31,743.24,538.05
2026-03-24,205.15,278.42,223.3,439.35,336.97,569.78,98.07,400.76,126.57,362.84,375.95,189.29,80.07,157.01,416.74,120.23,282.1,666.27,417.38,341.23,414.53,144.21,648.49,426.17,119.18,298.22,150.51,114.67,74.43,446.07,426.39,356.15,402.14,223.43,150.43,350.74,126.15,303.72,166.05,548.38,737.98,112.32,351.71,210.19,408.23,211.92,113.55,353.16,23.6,461.01,389.39,112.52,189.35,281.43,452.41,85.94,193.67,339.87,410.49,180.98,210.38,1456.07,460.15,401.99,709.05,238.37,93.75,586.38,154.45,595.77,342.65,167.06,167.17,578.52,313.54,1553.84,64.8,152.83,550.93,198.82,259.04,50.0,820.03,586.78,428.51,68.12,218.86,627.19,173.94,156.75,300.69,280.91,356.91,174.78,455.01,300.37,371.0,411.91,130.67,738.93,526.93
2026-03-25,201.09,276.78,224.92,448.68,328.92,568.73,97.53,422.85,130.0,360.17,381.15,186.11,80.56,152.9,412.61,117.46,274.65,698.69,416.37,346.62,403.27,154.26,648.25,436.9,121.45,308.41,148.15,115.09,72.83,421.24,419.43,349.74,399.0,211.9,153.74,347.64,124.47,308.68,171.3,533.82,751.95,114.38,357.32,208.44,415.73,212.09,115.68,368.41,23.83,446.41,387.96,114.3,194.64,274.61,453.03,85.56,197.07,339.45,408.25,179.4,208.25,1437.69,467.18,396.92,717.56,238.51,89.51,591.8,155.76,596.92,350.92,165.84,165.3,588.15,317.24,1503.04,63.41,154.02,567.5,200.37,255.09,49.81,851.13,576.49,444.4,68.17,217.52,638.15,172.27,160.9,296.56,272.36,355.52,172.7,457.91,305.04,379.55,419.3,129.62,735.56,525.54
2026-03-26,205.31,265.18,216.72,435.53,332.79,547.05,97.95,419.71,130.14,350.31,389.78,194.97,80.73,151.57,402.56,119.79,270.37,680.5,436.78,342.45,402.79,154.23,659.92,419.86,123.06,307.86,147.28,116.62,72.11,431.83,439.61,353.06,401.02,220.22,153.5,324.5,124.6,311.23,179.38,533.24,757.56,119.6,348.81,200.98,413.44,218.48,114.86,364.82,23.53,440.74,384.15,118.52,194.16,272.98,467.12,86.68,195.59,349.2,414.71,171.9,212.52,1473.8,469.11,398.98,715.31,245.1,89.13,596.59,154.48,609.65,346.17,168.36,166.43,590.05,313.96,1407.75,63.56,157.45,574.0,201.58,252.56,49.34,834.81,577.47,432.12,67.74,219.24,637.31,170.45,157.52,294.58,266.93,351.34,173.16,456.2,308.67,376.91,427.41,131.46,718.39,545.96
2026-03-27,206.43,266.55,219.38,430.57,338.03,541.84,97.12,407.17,125.24,344.35,392.65,196.99,79.36,152.71,401.31,119.45,276.47,686.16,444.99,339.96,403.62,157.06,683.57,419.13,123.18,312.72,147.69,114.2,71.15,442.2,451.01,353.91,398.76,218.87,152.23,339.36,125.04,318.37,185.9,543.77,771.29,116.35,335.76,202.34,403.4,220.08,113.31,361.65,22.29,425.53,375.8,117.82,195.46,284.39,473.08,90.32,197.16,353.8,423.41,174.91,210.08,1403.57,479.48,405.58,694.95,247.32,88.2,591.04,155.62,609.6,360.14,168.79,169.94,603.88,314.69,1384.68,62.19,154.15,576.75,200.76,259.23,49.06,841.83,570.33,427.8,65.78,222.68,655.8,169.67,154.28,292.06,273.54,368.33,175.15,442.45,313.01,366.19,432.17,124.55,707.96,560.63
2026-03-30,209.41,258.39,214.14,438.72,340.83,539.63,94.79,399.24,119.49,346.05,392.46,205.05,80.55,150.77,411.77,120.55,276.83,669.92,437.94,336.95,407.41,159.29,716.06,432.67,122.43,326.3,145.64,114.83,70.46,450.65,483.59,349.52,393.52,217.01,144.88,331.08,124.86,316.4,187.93,556.15,775.7,120.84,334.05,199.0,414.23,216.27,110.8,365.52,22.0,417.53,362.03,118.18,201.07,285.72,469.24,89.68,194.56,352.74,433.65,182.95,216.78,1411.8,480.72,404.68,666.98,242.92,88.5,599.54,156.03,616.09,370.23,166.83,165.54,602.14,318.98,1383.62,61.1,156.81,580.8,205.83,268.29,49.93,854.89,584.43,440.98,66.52,219.15,666.57,169.31,155.92,290.3,270.23,366.3,176.18,461.07,310.84,365.62,443.07,124.45,707.35,581.75
2026-03-31,206.61,265.14,207.74,442.0,336.12,536.84,95.79,403.33,117.36,341.18,396.03,207.3,79.09,154.82,413.47,120.22,284.05,676.83,412.11,342.03,418.99,155.15,737.95,434.81,119.94,316.56,145.47,114.43,74.37,434.76,484.53,348.77,387.34,212.09,141.51,331.6,125.63,310.46,192.91,568.48,787.11,121.86,333.92,200.35,422.45,210.64,111.15,354.31,22.74,410.22,351.63,112.01,204.23,289.86,464.02,88.24,194.46,357.88,434.11,181.72,224.73,1341.48,468.49,399.74,664.42,244.86,84.99,620.07,156.05,605.27,362.99,162.19,166.06,591.64,319.45,1352.05,62.38,159.77,585.4,204.44,266.68,50.4,881.5,588.61,446.94,66.64,213.28,678.11,169.51,154.65,292.28,273.33,371.6,179.19,466.6,303.96,364.96,441.67,125.59,702.4,549.34
2026-04-01,203.94,258.73,205.69,455.0,330.01,534.02,98.56,408.24,117.83,347.05,399.91,208.44,78.09,153.51,415.76,120.47,282.89,724.77,411.01,344.43,421.26,158.29,741.38,417.72,118.3,321.2,146.67,113.1,72.84,443.93,489.01,345.8,388.17,213.27,137.8,338.33,126.04,309.1,194.64,566.59,764.3,125.79,342.76,201.45,424.05,212.09,113.38,352.44,22.9,420.8,350.88,115.18,202.26,298.78,452.63,88.06,193.49,358.65,433.54,179.66,225.9,1300.08,465.28,401.19,669.96,244.73,83.69,620.41,156.28,614.59,350.57,161.27,162.87,596.59,322.48,1333.14,62.23,159.2,578.86,200.94,273.42,51.44,875.55,610.55,443.64,66.21,213.87,682.78,171.37,155.79,286.34,277.29,370.5,179.77,472.73,299.94,358.68,421.6,129.46,709.36,536.24
2026-04-02,198.82,249.25,200.58,447.78,325.39,525.48,99.53,398.09,121.43,338.13,405.48,203.34,78.39,161.13,424.72,118.57,288.21,728.86,419.12,344.49,429.39,158.34,734.14,407.72,116.83,314.19,146.74,113.06,71.29,442.17,466.28,342.64,385.73,216.56,137.14,331.86,125.97,310.61,194.87,569.27,772.34,129.19,347.48,195.92,413.07,208.38,110.07,355.87,23.11,418.69,348.2,112.26,203.5,304.39,441.4,87.78,196.14,364.6,436.44,176.6,224.26,1307.77,484.72,421.68,651.7,238.29,84.39,621.26,159.07,618.85,350.77,158.45,162.46,602.71,325.68,1311.11,60.97,163.04,613.66,203.23,264.91,49.3,853.21,599.6,438.33,66.77,207.83,667.16,173.83,157.56,274.95,275.04,383.55,182.38,482.92,301.03,361.68,413.5,128.08,681.38,499.14
2026-04-03,203.62,255.57,193.15,446.3,326.01,532.32,99.73,392.62,117.34,339.54,398.92,205.88,78.56,164.22,414.34,119.68,284.94,739.06,396.34,342.76,411.97,157.5,719.94,405.32,115.28,303.37,146.94,112.41,70.84,439.03,477.43,351.96,386.18,215.92,132.56,324.02,125.81,309.21,192.44,572.16,793.5,129.44,352.9,196.98,416.83,215.52,105.68,355.77,22.82,412.64,345.6,110.54,195.04,307.14,450.5,87.52,192.26,362.24,446.45,183.84,211.12,1287.76,473.93,411.82,636.74,235.42,83.48,629.79,158.28,632.89,358.76,161.09,160.54,585.07,325.88,1299.29,60.42,166.44,622.21,199.86,250.94,50.54,852.98,607.4,445.35,66.59,207.99,673.09,172.69,153.85,281.38,269.5,389.25,182.76,490.15,308.44,356.24,403.8,132.89,688.51,490.76
2026-04-06,204.99,249.13,196.28,442.1,320.12,555.21,99.08,389.67,116.2,335.09,394.22,205.87,77.72,159.93,403.36,120.25,280.16,754.46,394.07,332.06,402.0,155.65,749.57,407.61,113.41,294.59,146.9,113.86,73.84,438.73,501.33,355.73,380.4,214.09,127.02,332.2,124.92,307.12,193.79,566.4,834.54,129.29,360.98,191.75,416.26,220.03,104.98,347.04,22.47,433.29,342.54,110.18,191.0,311.69,445.26,85.8,191.77,362.42,454.9,181.48,214.74,1327.82,447.37,433.96,646.77,236.97,81.08,638.85,160.54,616.26,357.93,167.07,157.58,587.82,323.69,1279.6,60.35,164.79,629.02,198.72,247.84,51.12,837.19,595.66,430.26,66.4,211.81,694.67,171.8,151.8,282.48,272.95,386.37,181.03,500.41,309.67,352.08,422.84,133.68,666.12,487.03
2026-04-07,207.38,241.96,192.31,440.71,322.69,541.91,98.16,390.81,121.85,343.91,386.22,204.5,78.79,162.07,399.06,124.75,289.4,747.12,390.8,327.19,392.04,154.39,729.36,409.58,110.74,305.27,145.89,114.08,73.37,443.52,493.91,352.15,388.79,210.76,126.5,339.93,127.12,311.93,201.88,557.48,850.55,130.33,381.26,194.33,418.46,214.38,107.38,346.06,22.57,430.2,328.51,110.67,192.07,315.77,447.04,86.03,193.95,365.91,447.98,177.76,206.29,1297.47,430.85,421.49,658.98,243.64,78.44,640.91,158.77,649.0,343.9,161.6,154.49,589.52,328.2,1254.89,60.73,166.37,638.03,202.09,240.97,50.71,833.1,593.91,438.75,66.34,217.38,689.55,175.09,154.15,278.11,273.02,389.21,181.83,511.88,306.73,361.68,416.85,132.13,659.09,491.96
2026-04-08,208.74,246.24,190.9,441.75,323.47,552.61,99.94,396.84,119.64,340.54,388.69,204.34,77.24,157.0,410.63,127.52,288.56,740.78,376.19,324.84,374.94,158.51,696.25,410.89,107.6,297.74,148.82,115.25,71.13,436.4,520.47,352.11,403.03,213.82,128.82,332.66,128.15,319.3,199.84,559.23,855.54,123.52,382.67,197.91,404.72,207.55,106.92,351.88,23.68,407.75,313.29,111.2,195.86,326.55,451.42,84.57,194.19,368.97,441.4,169.94,200.75,1291.43,424.41,401.3,657.28,245.84,77.41,656.24,158.62,651.52,356.47,157.45,155.1,581.03,320.82,1247.59,60.32,163.63,635.44,205.27,253.0,49.38,854.66,599.59,437.06,65.36,219.0,702.53,176.8,157.4,280.61,268.76,392.79,188.08,507.7,305.05,358.43,437.03,136.11,643.79,503.99
2026-04-09,212.33,242.87,196.08,467.39,335.26,540.45,100.49,404.0,128.49,325.31,385.11,199.9,81.08,156.69,404.94,128.89,289.34,744.09,354.49,326.71,391.66,159.28,658.91,396.66,108.5,302.86,150.2,113.97,71.97,446.92,509.07,351.5,407.59,209.88,127.72,337.97,126.18,309.09,198.98,547.49,858.2,124.07,366.52,197.92,417.0,206.73,110.24,349.73,23.11,411.58,317.17,106.86,191.94,326.16,454.07,86.46,193.6,369.36,434.04,165.62,197.07,1344.33,432.28,428.54,653.53,247.54,76.95,664.05,156.69,641.54,365.62,161.08,157.05,587.15,324.35,1340.98,59.61,163.77,618.4,203.93,257.88,48.59,813.92,615.98,414.98,65.13,219.01,690.94,173.96,156.2,276.79,265.21,408.75,183.68,495.41,300.94,361.62,436.65,132.43,652.94,503.11
2026-04-10,213.48,243.49,197.91,488.3,346.02,529.2,99.75,413.26,123.96,342.12,394.66,201.86,80.69,154.78,395.54,131.13,289.26,750.3,355.47,329.75,398.29,160.33,645.05,402.79,107.15,302.99,148.82,115.09,73.01,462.76,510.5,342.65,403.48,208.49,124.3,352.35,125.33,302.38,193.33,552.2,881.0,127.01,371.1,195.7,397.24,212.4,111.96,345.86,23.68,409.16,325.25,106.45,194.4,317.99,457.76,87.07,197.28,372.31,438.59,160.72,192.23,1340.3,433.56,429.55,648.37,243.1,78.05,654.99,155.33,648.51,365.85,158.98,158.36,595.75,326.17,1350.88,57.91,169.29,609.7,195.84,254.87,48.04,835.25,615.52,411.9,66.77,224.88,681.67,177.9,155.47,278.58,263.8,406.5,186.25,491.33,294.71,364.0,456.06,130.11,636.87,490.54
2026-04-13,215.58,248.0,198.65,470.42,346.97,569.03,99.61,418.28,129.94,339.61,394.28,194.95,81.14,152.66,393.23,131.13,290.47,759.68,356.11,323.94,413.91,153.28,621.94,426.97,105.33,301.7,145.96,113.83,74.22,459.04,498.53,341.81,398.7,204.95,120.23,352.05,121.33,303.66,184.55,534.82,883.34,125.89,359.61,192.45,421.6,213.33,110.7,342.69,22.58,401.93,329.2,103.53,196.75,315.08,457.47,85.97,200.23,377.81,449.35,161.6,188.67,1329.86,441.71,428.69,652.16,246.53,79.28,672.84,155.39,642.8,367.86,161.68,154.17,589.06,328.23,1327.81,58.57,172.88,590.67,200.35,254.91,48.72,867.37,614.95,416.83,66.27,223.3,680.6,180.47,153.93,273.03,268.26,401.67,184.82,484.37,291.22,368.22,456.67,130.9,636.68,471.94
